recency,topic_rank,diversity,authors_mean_rank,authors_mean_hindex,authors_mean_gindex,authors_mean_sociality,authors_mean_pagerank,authors_mean_productivity,journal_pagerank,journal_rank,title_len,abstract_len,n_authors,c5,log_authors_mean_sociality
15,1.0,-1.0600834263802301,666.0,1.0,1.0,2.0,,,,141.0,104,813,3,0.0,1.0986122886681096
7,3.0,-1.3855880895088726,621.0,1.0,1.0,4.0,,,,,89,1429,5,13.0,1.6094379124341003
17,18.0,-0.16449280030655888,97.0,1.0,1.0,1.0,,,,22.0,72,787,2,28.0,0.6931471805599453
20,18.0,-0.11930211208727062,186.0,1.0,1.0,6.0,,,,39.0,120,1536,7,4.0,1.9459101490553132
7,18.0,-0.8862890998056482,1174.0,1.0,1.0,4.0,,,,209.0,50,736,5,5.0,1.6094379124341003
14,16.0,-0.8002385409224931,1086.0,1.0,1.0,2.0,,,,243.0,72,765,3,1.0,1.0986122886681096
18,20.0,-0.14031619758647773,748.0,1.0,1.0,1.0,,,,174.0,170,1066,2,0.0,0.6931471805599453
8,4.0,-0.09141215213346605,78.0,1.0,1.0,12.0,,,,18.0,166,1612,13,53.0,2.5649493574615367
6,20.0,-0.10522022952901608,1776.0,1.0,1.0,1.0,,,,327.0,35,1620,2,2.0,0.6931471805599453
6,20.0,-0.17466442727606682,458.0,1.0,1.0,5.0,,,,,86,1379,6,24.0,1.791759469228055
17,15.0,-0.15006569825591157,121.0,1.0,1.0,6.0,,,,26.0,84,1012,7,5.0,1.9459101490553132
9,20.0,-0.7628000098530081,219.0,1.0,1.0,11.0,,,,38.0,103,1597,12,29.0,2.4849066497880004
11,20.0,-0.1711282218077885,524.0,1.0,1.0,6.0,,,,100.0,75,1137,7,12.0,1.9459101490553132
8,2.0,-1.119780041040447,1662.0,1.0,1.0,3.0,,,,326.0,133,1432,4,0.0,1.3862943611198906
25,4.0,-0.11179343463372059,124.0,1.0,1.0,4.0,,,,26.0,152,1305,5,5.0,1.6094379124341003
6,8.0,-0.47669678421675665,458.0,1.0,1.0,9.0,,,,76.0,106,106,10,26.0,2.302585092994046
19,5.0,-0.22721052202326766,1.0,1.0,1.0,1.0,,,,1.0,39,922,2,20.0,0.6931471805599453
10,7.0,-0.7940070376865624,1428.0,1.0,1.0,2.0,,,,298.0,80,229,3,1.0,1.0986122886681096
13,8.0,-0.10400236860091565,1219.0,1.0,1.0,7.0,,,,264.0,95,1603,8,0.0,2.0794415416798357
5,18.0,-0.7967065654538975,1935.0,1.0,1.0,4.0,,,,,85,1065,5,2.0,1.6094379124341003
20,8.0,-0.2831684034021608,492.0,1.0,1.0,0.0,,,,114.0,55,727,1,1.0,0.0
21,3.0,-0.3800262091018396,572.0,1.0,1.0,0.0,,,,137.0,39,396,1,1.0,0.0
9,9.0,-1.1128093914960793,570.0,1.0,1.0,3.0,,,,,84,2522,4,7.0,1.3862943611198906
14,7.0,-1.5596944991250379,1086.0,1.0,1.0,4.0,,,,243.0,70,0,5,1.0,1.6094379124341003
8,9.0,-0.19965672962496556,217.0,1.0,1.0,1.0,,,,,86,575,2,32.0,0.6931471805599453
11,17.0,-0.07955867645801225,266.0,1.0,1.0,7.0,,,,52.0,114,1844,8,8.0,2.0794415416798357
20,4.0,-0.178359684863931,597.0,1.0,1.0,0.0,,,,137.0,95,1197,1,0.0,0.0
7,4.0,-1.0676265433738483,557.0,1.0,1.0,2.0,,,,90.0,104,1302,3,16.0,1.0986122886681096
16,20.0,-0.5819054387298505,120.0,1.0,1.0,2.0,,,,31.0,197,1586,3,4.0,1.0986122886681096
15,7.0,-1.0456663844617453,1000.0,1.0,1.0,0.0,,,,228.0,53,0,1,0.0,0.0
18,9.0,-0.1862734277141612,33.0,1.0,1.0,2.0,,,,8.0,59,838,3,10.0,1.0986122886681096
5,9.0,-1.5719621008802875,1775.0,1.0,1.0,10.0,,,,343.0,75,792,11,3.0,2.3978952727983707
12,12.0,-1.531678888750758,953.0,1.0,1.0,4.0,,,,248.0,49,1233,5,1.0,1.6094379124341003
18,18.0,-0.31744868501893087,748.0,1.0,1.0,3.0,,,,174.0,83,647,4,0.0,1.3862943611198906
20,10.0,-2.9957322735539904,365.0,1.0,1.0,1.0,,,,81.0,41,0,2,0.0,0.6931471805599453
25,13.0,-1.2867858528661165,440.0,1.0,1.0,1.0,,,,107.0,101,733,2,0.0,0.6931471805599453
15,12.0,-0.15550256284315753,373.0,1.0,1.0,2.0,,,,75.0,111,1193,3,6.0,1.0986122886681096
17,15.0,-0.20458615163585955,797.0,1.0,1.0,4.0,,,,176.0,102,1109,5,0.0,1.6094379124341003
17,12.0,-0.12261467881135336,63.0,1.0,1.0,4.0,,,,15.0,116,1046,5,3.0,1.6094379124341003
5,12.0,-0.784592196498516,2073.0,1.0,1.0,1.0,,,,375.0,68,1349,2,1.0,0.6931471805599453
5,6.0,-1.1105577498298442,1351.0,1.0,1.0,5.0,,,,226.0,84,2276,6,7.0,1.791759469228055
5,6.0,-0.11040996419756563,1077.0,1.0,1.0,11.0,,,,168.0,148,1670,12,11.0,2.4849066497880004
14,13.0,-0.11930211184760717,1015.0,1.0,1.0,3.0,,,,219.0,183,1093,4,0.0,1.3862943611198906
11,10.0,-0.824069666422388,395.0,1.0,1.0,0.0,,,,,46,844,1,5.0,0.0
7,15.0,-0.10646869369368323,1522.0,1.0,1.0,2.0,,,,285.0,108,1677,3,2.0,1.0986122886681096
16,7.0,-0.15273277295593624,161.0,1.0,1.0,2.0,,,,56.0,165,1117,3,19.0,1.0986122886681096
17,3.0,-0.09624562316314653,148.0,1.0,1.0,2.0,,,,30.0,115,1953,3,3.0,1.0986122886681096
6,3.0,-1.3258557754564426,1896.0,1.0,1.0,9.0,,,,356.0,97,523,10,1.0,2.302585092994046
16,3.0,-0.8009209743431885,539.0,1.0,1.0,3.0,,,,110.0,78,1605,4,2.0,1.3862943611198906
5,10.0,-1.3583984967080671,1509.0,1.0,1.0,6.0,,,,255.0,149,729,7,6.0,1.9459101490553132
20,16.0,-0.8138957295008206,270.0,1.0,1.0,3.0,,,,57.0,79,1255,4,2.0,1.3862943611198906
20,10.0,-0.09941509930605133,418.0,1.0,1.0,0.0,,,,16.0,110,2098,1,3.0,0.0
17,19.0,-1.6796338141001586,797.0,1.0,1.0,0.0,,,,176.0,72,0,1,1.0,0.0
13,5.0,-0.08313311787052623,191.0,1.0,1.0,4.0,,,,39.0,90,2021,5,8.0,1.6094379124341003
15,12.0,-0.15006569814385312,334.0,1.0,1.0,9.0,,,,70.0,135,994,10,3.0,2.302585092994046
17,17.0,-0.28316840201721843,57.0,1.0,1.0,5.0,,,,14.0,110,745,6,11.0,1.791759469228055
17,5.0,-1.5428747676012295,1.0,1.0,1.0,0.0,,,,1.0,78,657,1,67.0,0.0
25,18.0,-0.7922274904144079,217.0,1.0,1.0,5.0,,,,47.0,87,1378,6,0.0,1.791759469228055
8,7.0,-1.4575482334824315,1358.0,1.0,1.0,1.0,,,,252.0,132,1698,2,3.0,0.6931471805599453
14,8.0,-0.7815961120310442,736.0,1.0,1.0,2.0,,,,152.0,98,1374,3,1.0,1.0986122886681096
13,2.0,-1.0503481127856416,918.0,1.0,1.0,1.0,,,,139.0,120,1234,2,1.0,0.6931471805599453
12,5.0,-0.6844497571186092,48.0,1.0,1.0,4.0,,,,12.0,58,2034,5,38.0,1.6094379124341003
13,6.0,-0.09624562298989425,443.0,1.0,1.0,5.0,,,,128.0,117,1825,6,4.0,1.791759469228055
18,14.0,-0.15006569760473473,328.0,1.0,1.0,2.0,,,,68.0,92,953,3,1.0,1.0986122886681096
14,3.0,-0.8077204620486174,654.0,1.0,1.0,2.0,,,,133.0,122,1578,3,1.0,1.0986122886681096
19,10.0,-0.19051782615232907,25.0,1.0,1.0,2.0,,,,6.0,122,865,3,17.0,1.0986122886681096
18,7.0,-0.11467369003115634,328.0,1.0,1.0,4.0,,,,68.0,172,1383,5,3.0,1.6094379124341003
5,2.0,-0.4148328863432521,596.0,1.0,1.0,7.0,,,,,105,1959,8,21.0,2.0794415416798357
19,7.0,-0.13592724839837686,59.0,1.0,1.0,4.0,,,,19.0,84,1799,5,18.0,1.6094379124341003
7,2.0,-0.17466442792050235,405.0,1.0,1.0,0.0,,,,66.0,22,954,1,20.0,0.0
13,3.0,-0.11617368100636001,302.0,1.0,1.0,8.0,,,,59.0,137,1675,9,7.0,2.1972245773362196
5,4.0,-1.3130642940281585,1509.0,1.0,1.0,3.0,,,,255.0,165,1781,4,6.0,1.3862943611198906
21,19.0,-0.27342378616545654,532.0,1.0,1.0,0.0,,,,122.0,84,618,1,0.0,0.0
5,6.0,-0.1261285198900246,1509.0,1.0,1.0,2.0,,,,255.0,112,1169,3,6.0,1.0986122886681096
13,16.0,-1.3287222448723106,1.0,1.0,1.0,2.0,,,,1.0,45,2182,3,154.0,1.0986122886681096
17,2.0,-0.10906227060236748,389.0,1.0,1.0,0.0,,,,78.0,70,1520,1,3.0,0.0
25,17.0,-0.7627121708007244,59.0,1.0,1.0,3.0,,,,14.0,88,731,4,0.0,1.3862943611198906
13,3.0,-0.2831684063759205,160.0,1.0,1.0,5.0,,,,29.0,86,401,6,12.0,1.791759469228055
12,10.0,-0.7064252715649928,1267.0,1.0,1.0,0.0,,,,,108,1900,1,1.0,0.0
13,2.0,-0.9938351838003352,698.0,1.0,1.0,2.0,,,,149.0,63,1054,3,4.0,1.0986122886681096
13,15.0,-0.6931705897068635,245.0,1.0,1.0,9.0,,,,48.0,161,1566,10,11.0,2.302585092994046
9,5.0,-0.4975375791216708,949.0,1.0,1.0,5.0,,,,,125,2187,6,1.0,1.791759469228055
20,10.0,-0.8466678494608241,139.0,1.0,1.0,8.0,,,,32.0,175,1263,9,3.0,2.1972245773362196
8,17.0,-0.840536283593843,1558.0,1.0,1.0,4.0,,,,300.0,177,744,5,1.0,1.6094379124341003
14,5.0,-0.15838126785470583,894.0,1.0,1.0,3.0,,,,193.0,202,1135,4,0.0,1.3862943611198906
7,2.0,-0.12434528547953172,468.0,1.0,1.0,4.0,,,,,112,1223,5,19.0,1.6094379124341003
5,6.0,-0.8272853269533534,1208.0,1.0,1.0,8.0,,,,194.0,84,1497,9,9.0,2.1972245773362196
13,5.0,-0.1380847286985202,1371.0,0.0,0.0,1.0,,,,,48,1241,2,0.0,0.6931471805599453
25,3.0,-1.4581874222718005,528.0,0.0,0.0,4.0,,,,140.0,62,0,5,0.0,1.6094379124341003
8,15.0,-1.246205641545212,1873.0,0.0,0.0,0.0,,,,384.0,66,1352,1,0.0,0.0
20,15.0,-1.379388324517069,745.0,0.0,0.0,2.0,,,,191.0,53,0,3,0.0,1.0986122886681096
6,9.0,-1.3310162080846641,2145.0,0.0,0.0,5.0,,,,416.0,140,1201,6,0.0,1.791759469228055
20,19.0,-1.556736985718711,745.0,0.0,0.0,0.0,,,,191.0,56,0,1,0.0,0.0
16,20.0,-0.2406601260634748,1042.0,0.0,0.0,0.0,,,,247.0,87,675,1,0.0,0.0
7,15.0,-1.8366506666192384,2005.0,0.0,0.0,2.0,,,,403.0,63,0,3,0.0,1.0986122886681096
23,13.0,-2.0905051765910243,602.0,0.0,0.0,0.0,,,,155.0,35,0,1,0.0,0.0
15,18.0,-2.9957322735539904,1134.0,0.0,0.0,0.0,,,,270.0,34,0,1,0.0,0.0
7,12.0,-0.4397337498240839,2005.0,0.0,0.0,0.0,,,,403.0,75,1008,1,0.0,0.0
5,20.0,-1.0456663759867995,2336.0,0.0,0.0,2.0,,,,436.0,57,0,3,0.0,1.0986122886681096
17,18.0,-1.5524151057176967,969.0,0.0,0.0,5.0,,,,236.0,126,871,6,0.0,1.791759469228055
10,1.0,-1.105765298688386,1615.0,0.0,0.0,1.0,,,,352.0,36,874,2,0.0,0.6931471805599453
13,16.0,-0.11617368028940671,1371.0,0.0,0.0,5.0,,,,310.0,119,1331,6,0.0,1.791759469228055
11,15.0,-2.090505176140264,1537.0,0.0,0.0,0.0,,,,340.0,20,0,1,0.0,0.0
22,20.0,-1.2474853253454679,636.0,0.0,0.0,0.0,,,,165.0,65,0,1,0.0,0.0
10,18.0,-2.0905051784266506,1615.0,0.0,0.0,0.0,,,,352.0,30,0,1,0.0,0.0
12,18.0,-0.18222523919464106,1424.0,0.0,0.0,4.0,,,,320.0,94,986,5,0.0,1.6094379124341003
15,16.0,-1.2474853155690298,,,,,,,,270.0,46,0,1,0.0,
5,11.0,-0.17112822177222056,2336.0,0.0,0.0,5.0,,,,436.0,76,1382,6,0.0,1.791759469228055
12,20.0,-1.3907332362475693,1424.0,0.0,0.0,3.0,,,,320.0,101,985,4,0.0,1.3862943611198906
10,19.0,-1.5567369967734817,1615.0,0.0,0.0,0.0,,,,352.0,82,0,1,0.0,0.0
22,5.0,-1.0456663755728361,,,,,,,,165.0,119,0,1,0.0,
13,10.0,-2.090505180935456,,,,,,,,310.0,51,0,1,0.0,
20,17.0,-0.36201535489544423,745.0,0.0,0.0,0.0,,,,191.0,85,586,1,0.0,0.0
14,8.0,-1.3116959674411284,1230.0,0.0,0.0,9.0,,,,288.0,77,1379,10,0.0,2.302585092994046
14,8.0,-0.4478616593681896,1230.0,0.0,0.0,4.0,,,,288.0,89,498,5,0.0,1.6094379124341003
22,15.0,-0.5936775610537723,636.0,0.0,0.0,0.0,,,,165.0,130,0,1,0.0,0.0
24,5.0,-0.6479229491637316,551.0,0.0,0.0,5.0,,,,146.0,99,657,6,0.0,1.791759469228055
18,5.0,-0.17835968612468137,873.0,0.0,0.0,2.0,,,,216.0,83,1021,3,0.0,1.0986122886681096
22,13.0,-0.10522022951458096,636.0,0.0,0.0,4.0,,,,165.0,94,1343,5,0.0,1.6094379124341003
10,7.0,-1.556736997070137,1615.0,0.0,0.0,2.0,,,,352.0,66,0,3,0.0,1.0986122886681096
6,13.0,-0.2337293437517388,2145.0,0.0,0.0,2.0,,,,,109,1097,3,0.0,1.0986122886681096
5,16.0,-0.8063851317449671,2336.0,0.0,0.0,1.0,,,,,59,3655,2,0.0,0.6931471805599453
12,6.0,-0.8668693300107722,1424.0,0.0,0.0,0.0,,,,320.0,53,695,1,0.0,0.0
5,8.0,-1.0837634987213962,2336.0,0.0,0.0,3.0,,,,193.0,123,2264,4,0.0,1.3862943611198906
13,7.0,-2.090505178242118,1371.0,0.0,0.0,0.0,,,,310.0,51,0,1,0.0,0.0
24,13.0,-0.1746644258582769,551.0,0.0,0.0,2.0,,,,67.0,85,1125,3,0.0,1.0986122886681096
9,18.0,-0.12612852136511754,1732.0,0.0,0.0,2.0,,,,366.0,65,1382,3,0.0,1.0986122886681096
21,5.0,-1.0456663743996646,679.0,0.0,0.0,2.0,,,,175.0,82,0,3,0.0,1.0986122886681096
18,15.0,-2.9957322735539904,873.0,0.0,0.0,0.0,,,,216.0,31,0,1,0.0,0.0
11,16.0,-0.8511417824868528,1537.0,0.0,0.0,7.0,,,,340.0,50,809,8,0.0,2.0794415416798357
9,15.0,-0.6276365419562917,1732.0,0.0,0.0,5.0,,,,309.0,114,2118,6,0.0,1.791759469228055
16,18.0,-1.2474853178831486,1042.0,0.0,0.0,0.0,,,,247.0,69,0,1,0.0,0.0
19,16.0,-0.7140791673291893,829.0,0.0,0.0,1.0,,,,207.0,28,511,2,0.0,0.6931471805599453
20,10.0,-2.9957322735539904,745.0,0.0,0.0,0.0,,,,49.0,29,0,1,0.0,0.0
13,20.0,-1.5567369862874132,1371.0,0.0,0.0,0.0,,,,310.0,57,0,1,0.0,0.0
6,2.0,-0.7857881931001361,2145.0,0.0,0.0,3.0,,,,416.0,110,1310,4,0.0,1.3862943611198906
11,1.0,-1.0684917866503585,1537.0,0.0,0.0,6.0,,,,340.0,185,2259,7,0.0,1.9459101490553132
5,19.0,-2.9957322735539904,2336.0,0.0,0.0,0.0,,,,436.0,32,0,1,0.0,0.0
13,12.0,-0.10400236853951308,1371.0,0.0,0.0,0.0,,,,310.0,164,1861,1,0.0,0.0
25,17.0,-0.31744868386847475,,,,,,,,140.0,64,657,1,0.0,
14,9.0,-0.7982823404997306,1230.0,0.0,0.0,2.0,,,,288.0,76,1282,3,0.0,1.0986122886681096
11,10.0,-2.090505181812194,1537.0,0.0,0.0,0.0,,,,340.0,59,0,1,0.0,0.0
23,14.0,-0.3800262062401493,602.0,0.0,0.0,1.0,,,,155.0,25,334,2,0.0,0.6931471805599453
19,1.0,-2.090505176838551,829.0,0.0,0.0,0.0,,,,207.0,73,0,1,0.0,0.0
10,10.0,-1.2474853222030169,1615.0,0.0,0.0,0.0,,,,352.0,43,0,1,0.0,0.0
10,7.0,-0.7771690811678033,1615.0,0.0,0.0,2.0,,,,352.0,107,907,3,0.0,1.0986122886681096
17,15.0,-2.090505177683735,,,,,,,,236.0,38,0,1,0.0,
7,17.0,-0.8514323488139709,2005.0,0.0,0.0,7.0,,,,403.0,39,523,8,0.0,2.0794415416798357
11,4.0,-1.9320836452739192,1537.0,0.0,0.0,0.0,,,,340.0,94,0,1,0.0,0.0
18,3.0,-1.5567369897924086,873.0,0.0,0.0,0.0,,,,216.0,75,0,1,0.0,0.0
13,16.0,-1.2474853295278385,1371.0,0.0,0.0,0.0,,,,310.0,86,0,1,0.0,0.0
6,2.0,-0.19497340757358503,2145.0,0.0,0.0,9.0,,,,416.0,143,1467,10,0.0,2.302585092994046
6,15.0,-0.7967091726346537,,,,,,,,416.0,22,218,1,0.0,
5,12.0,-0.22106723997299998,2336.0,0.0,0.0,3.0,,,,436.0,65,601,4,0.0,1.3862943611198906
20,10.0,-2.9957322735539904,745.0,0.0,0.0,1.0,,,,186.0,57,0,2,0.0,0.6931471805599453
10,8.0,-0.1555025631650189,1615.0,0.0,0.0,1.0,,,,352.0,41,1039,2,0.0,0.6931471805599453
22,16.0,-0.14262561423190007,636.0,0.0,0.0,2.0,,,,165.0,105,1606,3,0.0,1.0986122886681096
21,5.0,-0.1403161979945697,679.0,0.0,0.0,1.0,,,,175.0,41,2863,2,0.0,0.6931471805599453
10,3.0,-1.0828506078263562,1615.0,0.0,0.0,3.0,,,,352.0,87,1155,4,0.0,1.3862943611198906
14,6.0,-1.5013322583175936,1230.0,0.0,0.0,0.0,,,,288.0,70,0,1,0.0,0.0
7,18.0,-1.8039062169215607,2005.0,0.0,0.0,5.0,,,,403.0,110,0,6,0.0,1.791759469228055
24,4.0,-0.8619725426254767,551.0,0.0,0.0,2.0,,,,146.0,97,845,3,0.0,1.0986122886681096
25,6.0,-0.3309481442235066,528.0,0.0,0.0,6.0,,,,140.0,62,645,7,0.0,1.9459101490553132
6,12.0,-1.4934801757392013,2145.0,0.0,0.0,1.0,,,,416.0,45,714,2,0.0,0.6931471805599453
24,17.0,-1.4663202189559932,551.0,0.0,0.0,4.0,,,,146.0,84,0,5,0.0,1.6094379124341003
24,6.0,-1.5567370199673747,551.0,0.0,0.0,0.0,,,,146.0,56,0,1,0.0,0.0
23,9.0,-0.28316840333097026,602.0,0.0,0.0,0.0,,,,155.0,90,476,1,0.0,0.0
